Customer_ID,Retention_Strategy,Recommended_Strategy,Churn_Probability,Projected_Churn,Lifetime_Value
CUST_U32QK3,Email Campaign,Discounts,0.38,0.3496,5053.43
CUST_ADAM3B,Email Campaign,Re-engagement Campaign,0.93,0.8184,1697.92
CUST_2M6BEN,Discount,Discounts,0.54,0.4968000000000001,6210.94
CUST_Q6Q3Z1,Discount,Discounts,0.58,0.5336,9222.28
CUST_2QPMUA,Email Campaign,Standard Communication,0.18,0.18,7642.57
CUST_AM4A1K,Discount,Discounts,0.45,0.41400000000000003,4241.93
CUST_X9O6VY,Email Campaign,Standard Communication,0.0,0.0,1871.93
CUST_O57KMC,Email Campaign,Standard Communication,0.15,0.15,659.01
CUST_83V6Q3,Loyalty Program,Discounts,0.54,0.4968000000000001,4353.18
CUST_2VOT3U,Discount,Standard Communication,0.16,0.16,3459.77
CUST_SKJWZE,Discount,Re-engagement Campaign,0.81,0.7128000000000001,5597.02
CUST_3W8D6P,Loyalty Program,Standard Communication,0.2,0.2,8571.67
CUST_NXY822,Email Campaign,VIP Treatment,0.63,0.5355,6744.63
CUST_1MBRXG,Email Campaign,Standard Communication,0.27,0.27,8497.81
CUST_407V69,Loyalty Program,VIP Treatment,0.83,0.7054999999999999,7483.81
CUST_YEYP0M,Email Campaign,Standard Communication,0.06,0.06,1158.01
CUST_8CW7MK,Loyalty Program,Loyalty Programs,0.26,0.234,7947.6
CUST_6QSKA7,Loyalty Program,Standard Communication,0.78,0.78,6457.19
CUST_RLHI3U,Loyalty Program,Discounts,0.37,0.34040000000000004,5107.19
CUST_02CSR0,Discount,Standard Communication,0.25,0.25,3204.96
CUST_ERJH9G,Loyalty Program,Standard Communication,0.64,0.64,3011.58
CUST_T8SZ26,Discount,VIP Treatment,0.81,0.6885,8390.52
CUST_G48HV6,Loyalty Program,Discounts,0.35,0.322,3211.5
CUST_0B2S2G,Email Campaign,Standard Communication,0.73,0.73,1663.16
CUST_N5UAHM,Email Campaign,Discounts,0.42,0.3864,8798.48
CUST_827XHX,Email Campaign,Standard Communication,0.26,0.26,6301.29
CUST_P2HSKM,Discount,Loyalty Programs,0.23,0.20700000000000002,6677.62
CUST_WT0NMR,Discount,Standard Communication,0.67,0.67,5268.63
CUST_UT5QIA,Email Campaign,Loyalty Programs,0.04,0.036000000000000004,2794.99
CUST_3BOP4D,Email Campaign,Standard Communication,0.22,0.22,8181.29
CUST_C21E6Q,Loyalty Program,VIP Treatment,0.79,0.6715,9211.32
CUST_H5E85P,Loyalty Program,Standard Communication,0.24,0.24,2846.06
CUST_CKXSTB,Email Campaign,Standard Communication,0.04,0.04,5413.61
CUST_O3TXP5,Discount,VIP Treatment,0.82,0.697,8481.87
CUST_893WUK,Email Campaign,Discounts,0.38,0.3496,3208.8
CUST_QVE8E8,Loyalty Program,Standard Communication,0.06,0.06,3614.15
CUST_UMFQHH,Email Campaign,VIP Treatment,0.65,0.5525,7730.31
CUST_ICIRHQ,Email Campaign,VIP Treatment,0.75,0.6375,8548.37
CUST_23VZMM,Loyalty Program,Standard Communication,0.05,0.05,9919.61
CUST_KU6NKY,Loyalty Program,Discounts,0.54,0.4968000000000001,7761.07
CUST_MREJHP,Discount,Standard Communication,0.69,0.69,812.93
CUST_VFS9ZR,Email Campaign,Re-engagement Campaign,0.04,0.0352,7419.98
CUST_XQLHZ4,Email Campaign,Discounts,0.48,0.4416,968.08
CUST_9Z2PCT,Discount,Discounts,0.5,0.46,9869.08
CUST_D761W1,Loyalty Program,VIP Treatment,0.72,0.612,7491.21
CUST_RKDGN0,Loyalty Program,Standard Communication,0.16,0.16,2801.85
CUST_7LWLGV,Discount,Standard Communication,0.86,0.86,1133.29
CUST_NO8UKG,Discount,VIP Treatment,0.72,0.612,9008.38
CUST_MRAMMD,Email Campaign,Discounts,0.52,0.47840000000000005,9012.27
CUST_W3EO8W,Email Campaign,Discounts,0.46,0.4232,1038.77
CUST_Y9ZFUA,Loyalty Program,Standard Communication,0.14,0.14,2862.4
CUST_TNSEG5,Email Campaign,Standard Communication,0.09,0.09,2889.96
CUST_JDK9DG,Discount,Discounts,0.45,0.41400000000000003,4320.54
CUST_MQLHDQ,Email Campaign,Discounts,0.38,0.3496,4845.53
CUST_U5HLS7,Discount,Discounts,0.39,0.3588,3252.19
CUST_X1FGKC,Discount,Standard Communication,0.97,0.97,4193.09
CUST_PWNYC4,Loyalty Program,Re-engagement Campaign,0.95,0.836,3670.0
CUST_G4JELZ,Email Campaign,Re-engagement Campaign,0.92,0.8096,747.53
CUST_WXOQ5M,Email Campaign,Discounts,0.54,0.4968000000000001,193.78
CUST_OA5DOA,Loyalty Program,Standard Communication,0.12,0.12,9114.81
CUST_9XMK30,Discount,VIP Treatment,0.87,0.7394999999999999,7107.5
CUST_6ROKK7,Email Campaign,Standard Communication,0.7,0.7,5246.01
CUST_PDDBNE,Discount,Re-engagement Campaign,0.6,0.528,4994.09
CUST_EABMEC,Discount,Standard Communication,0.86,0.86,2437.69
CUST_B4SHKK,Loyalty Program,Re-engagement Campaign,0.12,0.1056,9241.58
CUST_DJJYZ2,Discount,Loyalty Programs,0.01,0.009000000000000001,4829.95
CUST_OLFDFE,Discount,Standard Communication,0.93,0.93,1593.82
CUST_C53331,Loyalty Program,Re-engagement Campaign,0.18,0.15839999999999999,9032.11
CUST_O92K41,Email Campaign,Standard Communication,0.28,0.28,7550.79
CUST_EW8JMF,Loyalty Program,Standard Communication,0.04,0.04,7925.63
CUST_AJPGNN,Email Campaign,Standard Communication,0.85,0.85,1197.2
CUST_BLBMTB,Discount,Discounts,0.41,0.3772,7045.76
CUST_9JJ562,Loyalty Program,Standard Communication,0.11,0.11,9984.02
CUST_IK8ON1,Email Campaign,VIP Treatment,0.85,0.7224999999999999,8518.46
CUST_PH44ZY,Email Campaign,Loyalty Programs,0.06,0.054,8896.09
CUST_Z2SENI,Discount,Standard Communication,0.2,0.2,2552.06
CUST_W39D8R,Email Campaign,Discounts,0.52,0.47840000000000005,2111.73
CUST_K6NWLA,Email Campaign,Discounts,0.3,0.276,8731.59
CUST_6ZMA11,Email Campaign,Discounts,0.35,0.322,5534.24
CUST_430SQS,Email Campaign,Standard Communication,0.06,0.06,1618.51
CUST_2H6S8D,Email Campaign,Standard Communication,0.93,0.93,3225.66
CUST_6Z6FL0,Email Campaign,Standard Communication,0.06,0.06,2752.86
CUST_D5PLNY,Discount,Re-engagement Campaign,0.87,0.7656,4824.78
CUST_T6Q070,Discount,Discounts,0.42,0.3864,7742.17
CUST_1J3FQ6,Loyalty Program,Loyalty Programs,0.13,0.117,8376.45
CUST_YARJ2H,Discount,Loyalty Programs,0.04,0.036000000000000004,1409.09
CUST_6UJLI4,Discount,Standard Communication,0.07,0.07,161.66
CUST_UHQ437,Email Campaign,Discounts,0.39,0.3588,2718.72
CUST_JQ5RPS,Email Campaign,VIP Treatment,0.76,0.646,9524.09
CUST_AACLI0,Loyalty Program,Standard Communication,0.81,0.81,465.24
CUST_5JUCZ2,Loyalty Program,Standard Communication,0.22,0.22,763.4
CUST_EWJFOT,Email Campaign,Loyalty Programs,0.16,0.14400000000000002,2160.84
CUST_4KBML7,Discount,Discounts,0.35,0.322,3620.39
CUST_MXLOJN,Loyalty Program,Standard Communication,0.08,0.08,8379.95
CUST_GG0028,Email Campaign,Re-engagement Campaign,1.0,0.88,2062.06
CUST_6BRCIH,Loyalty Program,VIP Treatment,0.95,0.8075,9295.03
CUST_KGSHM8,Email Campaign,VIP Treatment,0.89,0.7565,7684.37
CUST_7UIPOL,Discount,Discounts,0.45,0.41400000000000003,1453.96
CUST_2GN4BD,Email Campaign,Standard Communication,0.77,0.77,5255.26
CUST_8TXBGW,Loyalty Program,Loyalty Programs,0.12,0.108,8724.85
CUST_KBEEPI,Discount,Standard Communication,0.64,0.64,5239.22
CUST_OI1CF8,Discount,Standard Communication,0.03,0.03,1179.36
CUST_AD33JM,Email Campaign,Discounts,0.33,0.30360000000000004,6882.49
CUST_AHG9V6,Discount,Re-engagement Campaign,0.84,0.7392,1429.39
CUST_FLQSFQ,Loyalty Program,Discounts,0.38,0.3496,5926.86
CUST_RU94A0,Loyalty Program,Standard Communication,0.97,0.97,4075.07
CUST_LF082P,Discount,Standard Communication,0.02,0.02,9970.68
CUST_RRVDH6,Discount,Re-engagement Campaign,0.26,0.2288,2840.47
CUST_RCU3W5,Email Campaign,Standard Communication,0.23,0.23,6999.33
CUST_IOWCTF,Email Campaign,Re-engagement Campaign,0.82,0.7215999999999999,5498.9
CUST_QABK3V,Loyalty Program,Standard Communication,0.81,0.81,2351.28
CUST_MZJEFG,Discount,Standard Communication,0.05,0.05,919.74
CUST_SM6TFW,Email Campaign,Discounts,0.52,0.47840000000000005,9910.9
CUST_VWDJ58,Email Campaign,Standard Communication,0.19,0.19,5073.58
CUST_R46RQV,Email Campaign,Standard Communication,0.13,0.13,5031.58
CUST_A2WUXK,Email Campaign,VIP Treatment,0.76,0.646,7004.57
CUST_1LCCTC,Discount,VIP Treatment,0.77,0.6545,7453.35
CUST_3E606L,Discount,Standard Communication,0.05,0.05,676.29
CUST_2ZS7WZ,Email Campaign,Discounts,0.39,0.3588,5126.16
CUST_2LV3SC,Loyalty Program,VIP Treatment,0.83,0.7054999999999999,8022.85
CUST_20PJD9,Email Campaign,Standard Communication,0.25,0.25,6447.2
CUST_A7DQL5,Discount,Discounts,0.47,0.4324,7628.05
CUST_52KN6Z,Loyalty Program,Discounts,0.47,0.4324,9836.52
CUST_EF8TMA,Discount,Discounts,0.33,0.30360000000000004,4205.33
CUST_T1UPU7,Loyalty Program,Standard Communication,0.65,0.65,3821.82
CUST_EMZUN0,Discount,Discounts,0.3,0.276,6968.38
CUST_NPPQLM,Email Campaign,Discounts,0.42,0.3864,7041.82
CUST_51RVER,Discount,Standard Communication,0.81,0.81,399.67
CUST_22PLVF,Discount,Discounts,0.46,0.4232,9770.51
CUST_XNBKSN,Loyalty Program,Discounts,0.43,0.3956,1797.07
CUST_ET5R41,Discount,Standard Communication,0.18,0.18,3858.04
CUST_QNLM1M,Email Campaign,Discounts,0.39,0.3588,8513.92
CUST_5IRAZE,Email Campaign,Standard Communication,0.67,0.67,2000.62
CUST_ZVF9T3,Email Campaign,Discounts,0.44,0.4048,3112.14
CUST_X7319Q,Discount,Discounts,0.31,0.2852,9542.9
CUST_VO4YZX,Email Campaign,Standard Communication,0.03,0.03,7930.65
CUST_PHIOJE,Loyalty Program,Standard Communication,0.25,0.25,4884.72
CUST_3DTCJN,Loyalty Program,Standard Communication,0.19,0.19,2553.48
CUST_CM7KZJ,Discount,Discounts,0.33,0.30360000000000004,8895.92
CUST_S91SVS,Email Campaign,Discounts,0.43,0.3956,3499.03
CUST_UPDYTM,Discount,Discounts,0.44,0.4048,6118.64
CUST_HAA3CD,Discount,Standard Communication,0.03,0.03,4605.61
CUST_TJL8QZ,Discount,Discounts,0.47,0.4324,2804.84
CUST_1TJFEA,Discount,Loyalty Programs,0.12,0.108,5944.78
CUST_SVBN7V,Loyalty Program,Standard Communication,0.26,0.26,2279.01
CUST_YQJLY8,Loyalty Program,Standard Communication,0.2,0.2,1621.22
CUST_VXY0T4,Discount,VIP Treatment,0.73,0.6204999999999999,7528.11
CUST_E7GVLI,Discount,Standard Communication,0.85,0.85,3029.19
CUST_L88AVT,Loyalty Program,Standard Communication,0.86,0.86,3192.33
CUST_09JGCO,Loyalty Program,Discounts,0.3,0.276,4232.71
CUST_MV9S0J,Loyalty Program,Re-engagement Campaign,0.19,0.16720000000000002,6274.73
CUST_ET32QG,Loyalty Program,VIP Treatment,0.66,0.561,8542.06
CUST_2U6FOJ,Email Campaign,Discounts,0.45,0.41400000000000003,8497.75
CUST_2XCC98,Email Campaign,Re-engagement Campaign,0.67,0.5896,1382.31
CUST_OE8YLQ,Email Campaign,Loyalty Programs,0.07,0.06300000000000001,5937.67
CUST_4AT9YP,Loyalty Program,VIP Treatment,0.82,0.697,7336.35
CUST_01L9WK,Loyalty Program,Standard Communication,0.77,0.77,2934.87
CUST_8O0LYB,Discount,Standard Communication,0.73,0.73,1673.8
CUST_Y01S5E,Email Campaign,Re-engagement Campaign,0.89,0.7832,4777.57
CUST_K19FGB,Loyalty Program,Discounts,0.36,0.3312,6307.04
CUST_0QPFHU,Loyalty Program,Standard Communication,0.08,0.08,2169.89
CUST_XXXU6P,Loyalty Program,Standard Communication,0.68,0.68,2395.94
CUST_X0B3R9,Email Campaign,Discounts,0.39,0.3588,7646.52
CUST_Q1T071,Discount,Discounts,0.54,0.4968000000000001,9458.18
CUST_U0IYOV,Discount,Standard Communication,0.73,0.73,3856.65
CUST_LRB2AY,Discount,Discounts,0.54,0.4968000000000001,2839.59
CUST_IN4O86,Email Campaign,VIP Treatment,0.72,0.612,7382.57
CUST_WXUR72,Loyalty Program,Standard Communication,0.21,0.21,6696.91
CUST_AC02G2,Email Campaign,Standard Communication,0.24,0.24,5001.99
CUST_HKKWIQ,Email Campaign,Discounts,0.56,0.5152000000000001,9014.96
CUST_IOPS3D,Loyalty Program,Standard Communication,0.16,0.16,6871.53
CUST_568CC6,Email Campaign,Discounts,0.36,0.3312,583.56
CUST_0R1ZR2,Discount,Standard Communication,0.15,0.15,4225.57
CUST_9BU8KR,Loyalty Program,Standard Communication,0.95,0.95,2311.66
CUST_DMVJCE,Discount,Standard Communication,0.06,0.06,1940.95
CUST_LGBX84,Discount,VIP Treatment,0.74,0.629,7834.83
CUST_89XRLN,Discount,VIP Treatment,0.88,0.748,7269.94
CUST_QC5EJV,Email Campaign,VIP Treatment,0.83,0.7054999999999999,7389.53
CUST_QBN53X,Discount,Discounts,0.53,0.48760000000000003,1781.56
CUST_9ASNWN,Discount,Loyalty Programs,0.15,0.135,4035.49
CUST_Z75I4B,Loyalty Program,Re-engagement Campaign,0.78,0.6864,6682.79
CUST_MBTYBM,Email Campaign,Standard Communication,0.7,0.7,5016.21
CUST_QY6EK1,Loyalty Program,Standard Communication,0.98,0.98,3374.24
CUST_8QGE70,Email Campaign,Standard Communication,0.17,0.17,9486.9
CUST_UQFPGX,Loyalty Program,Standard Communication,0.03,0.03,973.96
CUST_6ORQOE,Discount,Discounts,0.49,0.45080000000000003,7531.2
CUST_T620NG,Loyalty Program,Standard Communication,0.2,0.2,8441.43
CUST_ICZ643,Email Campaign,Standard Communication,0.79,0.79,2215.6
CUST_A3H41I,Loyalty Program,Standard Communication,0.63,0.63,102.61
CUST_G2CJ7T,Discount,Re-engagement Campaign,0.04,0.0352,719.02
CUST_47FTF0,Loyalty Program,VIP Treatment,0.61,0.5185,6860.99
CUST_OYIJGS,Discount,Standard Communication,0.12,0.12,8228.99
CUST_MLYU5V,Loyalty Program,VIP Treatment,0.99,0.8415,6857.57
CUST_RP4H3Y,Discount,Standard Communication,0.12,0.12,3864.91
CUST_7QAZDQ,Loyalty Program,Discounts,0.53,0.48760000000000003,4507.25
CUST_1UFI77,Email Campaign,Standard Communication,0.66,0.66,4657.74
CUST_YXN746,Email Campaign,VIP Treatment,0.95,0.8075,8588.78
CUST_27HKT2,Discount,Discounts,0.3,0.276,3349.03
CUST_P29LGX,Email Campaign,Re-engagement Campaign,0.02,0.0176,3230.69
CUST_7CKA8V,Discount,Discounts,0.42,0.3864,6250.45
CUST_V1YWN6,Email Campaign,Standard Communication,0.17,0.17,4324.75
CUST_WW724V,Discount,Standard Communication,0.04,0.04,4126.97
CUST_CWGJCL,Loyalty Program,VIP Treatment,0.87,0.7394999999999999,8929.53
CUST_E3TMAZ,Email Campaign,Re-engagement Campaign,0.07,0.06160000000000001,5386.9
CUST_33EZ63,Email Campaign,Discounts,0.33,0.30360000000000004,5978.32
CUST_S17GFG,Loyalty Program,Standard Communication,0.69,0.69,2996.4
CUST_WJOW1R,Discount,Loyalty Programs,0.14,0.12600000000000003,5050.76
CUST_RCFB8Q,Email Campaign,Re-engagement Campaign,0.23,0.2024,8896.56
CUST_CRJ5NF,Discount,Standard Communication,0.93,0.93,1524.35
CUST_KH0XAI,Loyalty Program,Standard Communication,0.75,0.75,5409.85
CUST_9YUUJ2,Discount,Discounts,0.33,0.30360000000000004,8173.68
CUST_35QX03,Email Campaign,Discounts,0.37,0.34040000000000004,5138.61
CUST_76M6VP,Email Campaign,Re-engagement Campaign,0.28,0.24640000000000004,1252.43
CUST_DAP2K9,Loyalty Program,Re-engagement Campaign,0.21,0.1848,8714.75
CUST_YOIUE7,Email Campaign,Re-engagement Campaign,0.21,0.1848,4785.17
CUST_M5C88S,Email Campaign,VIP Treatment,0.79,0.6715,7711.9
CUST_KSHPCO,Discount,Re-engagement Campaign,0.84,0.7392,3705.96
CUST_XH31A5,Email Campaign,Standard Communication,0.29,0.29,2251.44
CUST_0RG766,Email Campaign,Re-engagement Campaign,0.76,0.6688000000000001,778.78
CUST_YL7ZDD,Discount,Discounts,0.52,0.47840000000000005,1902.52
CUST_YPMHM2,Email Campaign,Standard Communication,0.9,0.9,879.58
CUST_3SL47P,Loyalty Program,Standard Communication,0.73,0.73,4520.79
CUST_2Y591G,Loyalty Program,VIP Treatment,0.72,0.612,9086.47
CUST_R036CG,Loyalty Program,Discounts,0.42,0.3864,2413.37
CUST_AOVA36,Email Campaign,VIP Treatment,0.84,0.714,7574.32
CUST_NP4IQM,Loyalty Program,Standard Communication,0.24,0.24,4849.23
CUST_WAW7UW,Discount,Loyalty Programs,0.14,0.12600000000000003,4722.84
CUST_6AIMBC,Loyalty Program,Standard Communication,0.79,0.79,1059.37
CUST_BCGMTR,Discount,Loyalty Programs,0.14,0.12600000000000003,8043.9
CUST_80O76H,Loyalty Program,VIP Treatment,0.82,0.697,7303.4
CUST_IM5WUL,Discount,VIP Treatment,0.68,0.5780000000000001,7113.09
CUST_FD5XHC,Loyalty Program,Discounts,0.38,0.3496,641.18
CUST_V0A5C3,Discount,Loyalty Programs,0.12,0.108,8104.43
CUST_P3J5G6,Email Campaign,Discounts,0.4,0.36800000000000005,7803.03
CUST_CCXMCV,Discount,Standard Communication,0.91,0.91,4059.56
CUST_3YL2NP,Discount,Discounts,0.4,0.36800000000000005,6847.27
CUST_XB444C,Discount,Standard Communication,0.82,0.82,2567.93
CUST_SOLIFV,Discount,Standard Communication,0.78,0.78,1829.07
CUST_YCKH27,Loyalty Program,Loyalty Programs,0.07,0.06300000000000001,5109.01
CUST_XJCIP7,Discount,Standard Communication,0.65,0.65,347.91
CUST_WI7WK8,Loyalty Program,Discounts,0.54,0.4968000000000001,7519.05
CUST_95WURB,Discount,Re-engagement Campaign,0.26,0.2288,1568.85
CUST_MLJXE2,Loyalty Program,Discounts,0.35,0.322,4598.97
CUST_HR6BHR,Loyalty Program,VIP Treatment,0.89,0.7565,7903.91
CUST_RUL2ZJ,Loyalty Program,Standard Communication,0.82,0.82,3202.54
CUST_UVZP3G,Discount,Discounts,0.44,0.4048,8968.4
CUST_U53X37,Email Campaign,Standard Communication,0.88,0.88,2190.06
CUST_ZZL9DH,Discount,Discounts,0.33,0.30360000000000004,7904.29
CUST_XAF8TG,Email Campaign,Standard Communication,0.92,0.92,5639.03
CUST_WZ5HUD,Loyalty Program,Re-engagement Campaign,0.61,0.5367999999999999,398.52
CUST_5C8UMV,Discount,Discounts,0.39,0.3588,6585.49
CUST_WZ3G7Z,Email Campaign,Discounts,0.45,0.41400000000000003,7172.43
CUST_I2QBZ1,Loyalty Program,Discounts,0.48,0.4416,2897.09
CUST_QD8OLI,Discount,VIP Treatment,0.78,0.663,8608.56
CUST_IVNQNJ,Loyalty Program,Discounts,0.32,0.2944,6108.26
CUST_ZSZ589,Email Campaign,Standard Communication,0.9,0.9,1279.04
CUST_NYQHZW,Loyalty Program,Discounts,0.51,0.4692,1223.61
CUST_911LD1,Email Campaign,Re-engagement Campaign,0.78,0.6864,2988.45
CUST_T7154G,Discount,Standard Communication,0.86,0.86,4034.24
CUST_YN7AKZ,Discount,Discounts,0.41,0.3772,7582.4
CUST_J2L48R,Discount,Standard Communication,0.71,0.71,5198.95
CUST_A0JLDQ,Loyalty Program,Discounts,0.41,0.3772,2819.38
CUST_VS5UZ3,Loyalty Program,Discounts,0.58,0.5336,5584.65
CUST_IVVP25,Discount,Standard Communication,0.76,0.76,1877.91
CUST_KRB0VY,Discount,VIP Treatment,0.71,0.6034999999999999,7462.35
CUST_W46YCV,Email Campaign,Standard Communication,0.87,0.87,5484.67
CUST_431EXH,Email Campaign,Standard Communication,0.63,0.63,4752.68
CUST_LF4J2Z,Email Campaign,Standard Communication,0.91,0.91,432.97
CUST_XFNKSI,Email Campaign,Standard Communication,0.71,0.71,6552.91
CUST_VPJD5H,Discount,Standard Communication,0.64,0.64,1418.58
CUST_53WQ5T,Email Campaign,Loyalty Programs,0.02,0.018000000000000002,1732.15
CUST_4OGN3W,Email Campaign,VIP Treatment,0.75,0.6375,8337.01
CUST_RTZLPW,Email Campaign,Discounts,0.56,0.5152000000000001,513.19
CUST_6WSS88,Email Campaign,Re-engagement Campaign,0.17,0.1496,2028.51
CUST_LAXF4V,Discount,Standard Communication,0.61,0.61,4535.72
CUST_7Y03TE,Loyalty Program,Discounts,0.5,0.46,4462.35
CUST_LNBUNN,Discount,Standard Communication,0.09,0.09,5259.93
CUST_A9XKYI,Loyalty Program,Standard Communication,0.96,0.96,6025.84
CUST_EGI0XZ,Discount,Standard Communication,0.96,0.96,3193.2
CUST_2BVN25,Loyalty Program,Re-engagement Campaign,0.18,0.15839999999999999,4026.31
CUST_IXE8DK,Email Campaign,Loyalty Programs,0.06,0.054,7505.43
CUST_VGL14X,Email Campaign,Standard Communication,0.19,0.19,6093.55
CUST_PZEXQS,Email Campaign,Discounts,0.38,0.3496,3223.96
CUST_LQVCZ0,Discount,Standard Communication,0.14,0.14,7180.44
CUST_F0Y05P,Email Campaign,Discounts,0.5,0.46,2473.92
CUST_L7UW52,Loyalty Program,Re-engagement Campaign,0.98,0.8623999999999999,2483.6
CUST_N7LNTL,Email Campaign,Discounts,0.39,0.3588,3315.33
CUST_701YSC,Discount,Standard Communication,0.62,0.62,5562.61
CUST_7FXB74,Discount,Loyalty Programs,0.22,0.198,1723.02
CUST_NIPAAV,Email Campaign,Standard Communication,0.7,0.7,3420.68
CUST_4D0U8Z,Loyalty Program,Discounts,0.44,0.4048,6684.97
CUST_44SJ56,Discount,Discounts,0.39,0.3588,4095.84
CUST_E464YQ,Loyalty Program,Discounts,0.42,0.3864,7785.33
CUST_9Z7ALF,Email Campaign,Standard Communication,0.22,0.22,8935.35
CUST_XBH499,Email Campaign,Re-engagement Campaign,0.89,0.7832,1089.9
CUST_ODD2V3,Email Campaign,Discounts,0.33,0.30360000000000004,6999.57
CUST_3FDCBB,Discount,Discounts,0.42,0.3864,1004.36
CUST_OA1131,Loyalty Program,Standard Communication,0.61,0.61,3400.27
CUST_6A2ZG7,Loyalty Program,Standard Communication,0.21,0.21,2245.74
CUST_AJG8GG,Email Campaign,Discounts,0.32,0.2944,2624.87
CUST_XDG9ET,Email Campaign,VIP Treatment,0.73,0.6204999999999999,9029.47
CUST_P6XUKK,Loyalty Program,VIP Treatment,0.67,0.5695,8343.36
CUST_KLIWSW,Email Campaign,Standard Communication,0.6,0.6,6403.95
CUST_V50G1W,Email Campaign,Standard Communication,0.09,0.09,3784.89
CUST_7KA8MA,Email Campaign,Standard Communication,0.63,0.63,2490.9
CUST_F0AYY6,Email Campaign,Standard Communication,0.14,0.14,4476.8
CUST_IKQCRF,Email Campaign,Standard Communication,0.88,0.88,2972.37
CUST_8TD5PW,Loyalty Program,VIP Treatment,0.6,0.51,8367.62
CUST_I6D66R,Discount,Discounts,0.5,0.46,9482.23
CUST_BV1M6M,Discount,Standard Communication,0.05,0.05,3734.74
CUST_23WB3Q,Email Campaign,Discounts,0.55,0.5060000000000001,5419.16
CUST_7Z7F7I,Loyalty Program,Standard Communication,0.98,0.98,914.53
CUST_OLQ2WY,Discount,Standard Communication,0.77,0.77,2366.14
CUST_Q68J1X,Discount,Discounts,0.53,0.48760000000000003,7397.05
CUST_FWOI0H,Discount,Standard Communication,0.1,0.1,5400.51
CUST_STD4ZA,Email Campaign,Standard Communication,0.13,0.13,8869.73
CUST_AAJKK4,Email Campaign,Discounts,0.41,0.3772,757.7
CUST_B7QECD,Loyalty Program,Standard Communication,0.79,0.79,5912.02
CUST_HGKW57,Email Campaign,Standard Communication,0.92,0.92,2784.69
CUST_JB7I0D,Email Campaign,Standard Communication,0.04,0.04,1573.56
CUST_UAVMKF,Loyalty Program,Standard Communication,0.83,0.83,5221.36
CUST_I0QRMG,Loyalty Program,Standard Communication,0.61,0.61,787.25
CUST_VMR2IE,Discount,Standard Communication,0.26,0.26,3646.79
CUST_MDY5GQ,Loyalty Program,VIP Treatment,0.81,0.6885,9665.78
CUST_G7DKCB,Email Campaign,Standard Communication,0.83,0.83,2557.21
CUST_BGYY7E,Email Campaign,Loyalty Programs,0.29,0.261,3692.95
CUST_YESAAL,Loyalty Program,Re-engagement Campaign,0.03,0.0264,5850.0
CUST_3Y2JJJ,Loyalty Program,Discounts,0.33,0.30360000000000004,2371.8
CUST_TA1AZW,Discount,Standard Communication,0.26,0.26,1937.55
CUST_OMS7GQ,Email Campaign,Discounts,0.5,0.46,207.97
CUST_B6510G,Discount,Standard Communication,0.96,0.96,2329.76
CUST_40Y1Z4,Discount,Loyalty Programs,0.03,0.027,9658.22
CUST_V3PXDU,Loyalty Program,Standard Communication,0.63,0.63,2521.12
CUST_QNKERY,Loyalty Program,Discounts,0.59,0.5428,2843.42
CUST_QB0HN3,Email Campaign,Loyalty Programs,0.05,0.045000000000000005,5854.45
CUST_P6L1CI,Loyalty Program,Standard Communication,0.15,0.15,9745.82
CUST_VN62FZ,Discount,Standard Communication,0.97,0.97,3853.73
CUST_ELIB0L,Loyalty Program,Standard Communication,0.03,0.03,5614.49
CUST_FMKSIQ,Email Campaign,Loyalty Programs,0.22,0.198,4660.82
CUST_IQ9OFC,Email Campaign,Standard Communication,0.85,0.85,4377.98
CUST_YYIMVV,Loyalty Program,Discounts,0.47,0.4324,558.32
CUST_TZR2NB,Loyalty Program,Standard Communication,0.07,0.07,6746.1
CUST_6I3BK7,Email Campaign,Standard Communication,0.16,0.16,5734.82
CUST_TO570L,Loyalty Program,Discounts,0.47,0.4324,6706.98
CUST_HB4IMT,Discount,Standard Communication,0.81,0.81,2313.57
CUST_YWRGQV,Loyalty Program,Standard Communication,0.82,0.82,4715.17
CUST_Y1OZ58,Discount,Standard Communication,0.23,0.23,7698.37
CUST_YXHNND,Email Campaign,Standard Communication,0.98,0.98,3074.87
CUST_013933,Loyalty Program,Standard Communication,0.89,0.89,2934.93
CUST_ZY1W9W,Loyalty Program,Re-engagement Campaign,0.19,0.16720000000000002,3388.81
CUST_8D0OQF,Email Campaign,Discounts,0.43,0.3956,2959.81
CUST_MU2VIX,Loyalty Program,Standard Communication,0.27,0.27,973.35
CUST_ME0G5Y,Email Campaign,Discounts,0.44,0.4048,7709.0
CUST_Q6A35A,Email Campaign,VIP Treatment,0.8,0.68,6837.62
CUST_VXXQFZ,Discount,Discounts,0.51,0.4692,6977.34
CUST_GRCH0C,Email Campaign,Loyalty Programs,0.08,0.07200000000000001,4550.11
CUST_76S8VT,Discount,Discounts,0.34,0.3128,982.79
CUST_RRZ4N0,Discount,Loyalty Programs,0.05,0.045000000000000005,2167.11
CUST_MHZNF0,Email Campaign,Standard Communication,0.77,0.77,6139.72
CUST_GF7YN5,Discount,VIP Treatment,0.81,0.6885,8838.28
CUST_GZBGEN,Loyalty Program,Discounts,0.44,0.4048,702.58
CUST_CA7CD4,Discount,Standard Communication,0.21,0.21,9063.82
CUST_J0BHKK,Email Campaign,Standard Communication,0.61,0.61,118.35
CUST_B2I8NG,Discount,Discounts,0.59,0.5428,3379.28
