Customer_ID,Region,Retention_Strategy,Recommended_Strategy,Risk_Level,LTV_Segment,Action_Priority,Churn_Probability,Projected_Churn,Lifetime_Value,Purchase_Frequency,Average_Order_Value,Engagement_Score,Most_Frequent_Category,Time_Between_Purchases
CUST_9BU8KR,North America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.95,0.95,2311.66,14,91.41,0.734,Sports,24
CUST_DMVJCE,Europe,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.06,0.06,1940.95,17,44.36,0.633,Electronics,56
CUST_LGBX84,North America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.74,0.629,7834.83,17,194.2,0.616,Electronics,59
CUST_89XRLN,Europe,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.88,0.748,7269.94,1,84.8,0.431,Home,17
CUST_QC5EJV,South America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.83,0.7054999999999999,7389.53,12,24.21,0.496,Clothing,57
CUST_QBN53X,North America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.53,0.48760000000000003,1781.56,7,35.51,0.504,Electronics,32
CUST_9ASNWN,South America,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.15,0.135,4035.49,18,184.33,0.912,Home,11
CUST_Z75I4B,North America,Loyalty Program,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.78,0.6864,6682.79,7,53.26,0.252,Clothing,77
CUST_MBTYBM,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.7,0.7,5016.21,19,52.1,0.899,Electronics,18
CUST_QY6EK1,South America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.98,0.98,3374.24,6,114.87,0.321,Clothing,60
CUST_8QGE70,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.17,0.17,9486.9,7,75.73,0.533,Electronics,27
CUST_UQFPGX,South America,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.03,0.03,973.96,1,39.34,0.47,Clothing,10
CUST_6ORQOE,Europe,Discount,Discounts,Medium Risk,High Value,High Priority,0.49,0.45080000000000003,7531.2,8,77.82,0.227,Home,86
CUST_T620NG,North America,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.2,0.2,8441.43,11,58.2,0.441,Electronics,62
CUST_ICZ643,Europe,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.79,0.79,2215.6,16,182.02,0.848,Clothing,13
CUST_A3H41I,North America,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,102.61,6,113.49,0.343,Home,56
CUST_G2CJ7T,Asia,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.04,0.0352,719.02,1,76.04,0.178,Home,62
CUST_47FTF0,South America,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.61,0.5185,6860.99,19,60.59,0.669,Home,59
CUST_OYIJGS,Asia,Discount,Standard Communication,Low Risk,High Value,Monitor,0.12,0.12,8228.99,7,107.19,0.33,Clothing,63
CUST_MLYU5V,South America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.99,0.8415,6857.57,19,138.4,0.972,Home,5
CUST_RP4H3Y,South America,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.12,0.12,3864.91,4,127.61,0.532,Sports,13
CUST_7QAZDQ,South America,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.53,0.48760000000000003,4507.25,2,137.74,0.457,Home,17
CUST_1UFI77,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.66,0.66,4657.74,13,51.94,0.758,Electronics,15
CUST_YXN746,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.95,0.8075,8588.78,1,24.87,0.386,Electronics,25
CUST_27HKT2,Asia,Discount,Discounts,Medium Risk,Low Value,Monitor,0.3,0.276,3349.03,8,99.99,0.43,Clothing,50
CUST_P29LGX,South America,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.02,0.0176,3230.69,10,159.05,0.28,Home,86
CUST_7CKA8V,North America,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.42,0.3864,6250.45,10,73.39,0.673,Clothing,16
CUST_V1YWN6,North America,Email Campaign,Standard Communication,Low Risk,Medium Value,Monitor,0.17,0.17,4324.75,5,154.53,0.334,Home,53
CUST_WW724V,North America,Discount,Standard Communication,Low Risk,Medium Value,Maintain,0.04,0.04,4126.97,14,184.68,0.666,Clothing,36
CUST_CWGJCL,South America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.87,0.7394999999999999,8929.53,19,135.32,0.73,Home,48
CUST_E3TMAZ,North America,Email Campaign,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.07,0.06160000000000001,5386.9,10,99.29,0.269,Sports,88
CUST_33EZ63,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.33,0.30360000000000004,5978.32,19,198.63,0.657,Clothing,61
CUST_S17GFG,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.69,0.69,2996.4,14,84.16,0.745,Clothing,22
CUST_WJOW1R,North America,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.14,0.12600000000000003,5050.76,15,176.36,0.855,Clothing,7
CUST_RCFB8Q,Europe,Email Campaign,Re-engagement Campaign,Low Risk,High Value,High Priority,0.23,0.2024,8896.56,3,119.53,0.236,Sports,61
CUST_CRJ5NF,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.93,0.93,1524.35,18,62.58,0.771,Clothing,36
CUST_KH0XAI,South America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.75,0.75,5409.85,10,147.51,0.578,Home,33
CUST_9YUUJ2,Europe,Discount,Discounts,Medium Risk,High Value,High Priority,0.33,0.30360000000000004,8173.68,14,70.18,0.61,Clothing,46
CUST_35QX03,North America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.37,0.34040000000000004,5138.61,3,39.02,0.309,Electronics,48
CUST_76M6VP,Europe,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.28,0.24640000000000004,1252.43,4,75.88,0.178,Electronics,76
CUST_DAP2K9,North America,Loyalty Program,Re-engagement Campaign,Low Risk,High Value,High Priority,0.21,0.1848,8714.75,9,125.3,0.248,Electronics,87
CUST_YOIUE7,North America,Email Campaign,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.21,0.1848,4785.17,5,176.89,0.244,Sports,69
CUST_M5C88S,South America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.79,0.6715,7711.9,7,47.43,0.37,Home,56
CUST_KSHPCO,Asia,Discount,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.84,0.7392,3705.96,3,119.92,0.281,Electronics,53
CUST_XH31A5,Europe,Email Campaign,Standard Communication,Low Risk,Low Value,Monitor,0.29,0.29,2251.44,15,187.63,0.608,Clothing,51
CUST_0RG766,Asia,Email Campaign,Re-engagement Campaign,High Risk,Low Value,Monitor,0.76,0.6688000000000001,778.78,8,65.4,0.211,Home,89
CUST_YL7ZDD,North America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.52,0.47840000000000005,1902.52,5,134.35,0.401,Sports,41
CUST_YPMHM2,Asia,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.9,0.9,879.58,14,94.83,0.47,Home,71
CUST_3SL47P,Asia,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.73,0.73,4520.79,19,146.53,0.713,Home,51
CUST_2Y591G,Europe,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.72,0.612,9086.47,2,192.26,0.075,Home,85
CUST_R036CG,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.42,0.3864,2413.37,17,112.05,0.537,Clothing,73
CUST_AOVA36,Europe,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.84,0.714,7574.32,12,98.34,0.361,Electronics,81
CUST_NP4IQM,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.24,0.24,4849.23,4,105.04,0.515,Home,16
CUST_WAW7UW,Europe,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.14,0.12600000000000003,4722.84,14,32.0,0.812,Clothing,10
CUST_6AIMBC,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.79,0.79,1059.37,19,135.85,0.663,Sports,60
CUST_BCGMTR,South America,Discount,Loyalty Programs,Low Risk,High Value,Monitor,0.14,0.12600000000000003,8043.9,13,159.39,0.758,Home,15
CUST_80O76H,Europe,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.82,0.697,7303.4,7,88.31,0.229,Sports,81
CUST_IM5WUL,South America,Discount,VIP Treatment,High Risk,High Value,High Priority,0.68,0.5780000000000001,7113.09,10,86.37,0.583,Home,32
CUST_FD5XHC,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.38,0.3496,641.18,11,76.71,0.318,Home,84
CUST_V0A5C3,South America,Discount,Loyalty Programs,Low Risk,High Value,Monitor,0.12,0.108,8104.43,10,64.32,0.718,Home,8
CUST_P3J5G6,North America,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.4,0.36800000000000005,7803.03,16,54.74,0.781,Electronics,25
CUST_CCXMCV,North America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.91,0.91,4059.56,5,193.96,0.396,Sports,42
CUST_3YL2NP,Asia,Discount,Discounts,Medium Risk,High Value,High Priority,0.4,0.36800000000000005,6847.27,9,146.92,0.596,Sports,25
CUST_XB444C,South America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.82,0.82,2567.93,8,175.77,0.362,Sports,62
CUST_SOLIFV,Europe,Discount,Standard Communication,High Risk,Low Value,Monitor,0.78,0.78,1829.07,14,82.44,0.84,Electronics,5
CUST_YCKH27,Asia,Loyalty Program,Loyalty Programs,Low Risk,Medium Value,Monitor,0.07,0.06300000000000001,5109.01,12,86.47,0.709,Sports,19
CUST_XJCIP7,South America,Discount,Standard Communication,High Risk,Low Value,Monitor,0.65,0.65,347.91,7,180.93,0.516,Electronics,30
CUST_WI7WK8,North America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.54,0.4968000000000001,7519.05,11,27.93,0.419,Home,66
CUST_95WURB,Europe,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.26,0.2288,1568.85,1,119.29,0.223,Home,54
CUST_MLJXE2,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.35,0.322,4598.97,1,86.55,0.318,Clothing,37
CUST_HR6BHR,South America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.89,0.7565,7903.91,15,35.69,0.659,Clothing,42
CUST_RUL2ZJ,Asia,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.82,0.82,3202.54,9,59.71,0.669,Home,12
CUST_UVZP3G,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.44,0.4048,8968.4,7,61.06,0.651,Electronics,6
CUST_U53X37,Europe,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.88,0.88,2190.06,11,154.12,0.413,Home,67
CUST_ZZL9DH,South America,Discount,Discounts,Medium Risk,High Value,High Priority,0.33,0.30360000000000004,7904.29,9,91.14,0.377,Clothing,64
CUST_XAF8TG,North America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.92,0.92,5639.03,10,92.39,0.611,Electronics,27
CUST_WZ5HUD,Asia,Loyalty Program,Re-engagement Campaign,High Risk,Low Value,Monitor,0.61,0.5367999999999999,398.52,5,27.51,0.193,Electronics,78
CUST_5C8UMV,South America,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.39,0.3588,6585.49,10,118.66,0.589,Sports,31
CUST_WZ3G7Z,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.45,0.41400000000000003,7172.43,6,99.25,0.613,Home,8
CUST_I2QBZ1,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.48,0.4416,2897.09,2,174.06,0.395,Home,28
CUST_QD8OLI,Asia,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.78,0.663,8608.56,11,84.68,0.548,Clothing,43
CUST_IVNQNJ,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.32,0.2944,6108.26,14,173.2,0.683,Clothing,33
CUST_ZSZ589,Europe,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.9,0.9,1279.04,13,105.67,0.707,Electronics,24
CUST_NYQHZW,Asia,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.51,0.4692,1223.61,6,24.68,0.343,Clothing,56
CUST_911LD1,North America,Email Campaign,Re-engagement Campaign,High Risk,Low Value,High Priority,0.78,0.6864,2988.45,7,118.47,0.274,Sports,73
CUST_T7154G,Europe,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.86,0.86,4034.24,18,182.52,0.901,Electronics,13
CUST_YN7AKZ,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.41,0.3772,7582.4,6,199.13,0.31,Sports,62
CUST_J2L48R,South America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.71,0.71,5198.95,11,151.87,0.756,Clothing,6
CUST_A0JLDQ,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.41,0.3772,2819.38,12,143.01,0.507,Home,55
CUST_VS5UZ3,North America,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.58,0.5336,5584.65,6,58.73,0.231,Clothing,76
CUST_IVVP25,Asia,Discount,Standard Communication,High Risk,Low Value,Monitor,0.76,0.76,1877.91,6,122.4,0.495,Home,29
CUST_KRB0VY,North America,Discount,VIP Treatment,High Risk,High Value,High Priority,0.71,0.6034999999999999,7462.35,15,147.24,0.822,Sports,13
CUST_W46YCV,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.87,0.87,5484.67,10,42.49,0.645,Electronics,21
CUST_431EXH,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.63,0.63,4752.68,10,146.98,0.673,Clothing,16
CUST_LF4J2Z,North America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.91,0.91,432.97,3,156.7,0.343,Electronics,42
CUST_XFNKSI,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.71,0.71,6552.91,10,174.73,0.387,Home,67
CUST_VPJD5H,Asia,Discount,Standard Communication,High Risk,Low Value,Monitor,0.64,0.64,1418.58,14,28.36,0.649,Home,39
CUST_53WQ5T,South America,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.02,0.018000000000000002,1732.15,18,54.77,0.884,Clothing,16
CUST_4OGN3W,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.75,0.6375,8337.01,10,85.14,0.443,Clothing,57
CUST_RTZLPW,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.56,0.5152000000000001,513.19,13,128.36,0.438,Sports,72
CUST_6WSS88,North America,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.17,0.1496,2028.51,1,46.6,0.257,Electronics,48
CUST_LAXF4V,South America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.61,0.61,4535.72,2,115.46,0.474,Clothing,14
CUST_7Y03TE,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.5,0.46,4462.35,11,86.67,0.357,Clothing,77
CUST_LNBUNN,Asia,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.09,0.09,5259.93,15,47.45,0.692,Sports,36
CUST_A9XKYI,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,Immediate Action,0.96,0.96,6025.84,14,103.09,0.823,Clothing,8
CUST_EGI0XZ,North America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.96,0.96,3193.2,7,89.15,0.392,Sports,52
CUST_2BVN25,Europe,Loyalty Program,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.18,0.15839999999999999,4026.31,1,33.63,0.206,Clothing,57
CUST_IXE8DK,South America,Email Campaign,Loyalty Programs,Low Risk,High Value,Monitor,0.06,0.054,7505.43,15,46.88,0.709,Electronics,33
CUST_VGL14X,North America,Email Campaign,Standard Communication,Low Risk,Medium Value,Monitor,0.19,0.19,6093.55,5,152.88,0.311,Sports,57
CUST_PZEXQS,Asia,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.38,0.3496,3223.96,11,49.78,0.75,Home,7
CUST_LQVCZ0,Europe,Discount,Standard Communication,Low Risk,High Value,Monitor,0.14,0.14,7180.44,11,47.27,0.424,Electronics,65
CUST_F0Y05P,Asia,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.5,0.46,2473.92,12,124.37,0.681,Clothing,24
CUST_L7UW52,Europe,Loyalty Program,Re-engagement Campaign,High Risk,Low Value,High Priority,0.98,0.8623999999999999,2483.6,4,55.96,0.145,Home,82
CUST_N7LNTL,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.39,0.3588,3315.33,2,43.24,0.266,Sports,51
CUST_701YSC,Europe,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.62,0.62,5562.61,15,187.89,0.518,Clothing,67
CUST_7FXB74,Europe,Discount,Loyalty Programs,Low Risk,Low Value,Maintain,0.22,0.198,1723.02,19,24.07,0.876,Electronics,22
CUST_NIPAAV,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.7,0.7,3420.68,8,27.81,0.424,Electronics,51
CUST_4D0U8Z,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.44,0.4048,6684.97,6,185.17,0.619,Home,7
CUST_44SJ56,Asia,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.39,0.3588,4095.84,16,37.89,0.545,Clothing,67
CUST_E464YQ,South America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.42,0.3864,7785.33,19,33.25,0.742,Clothing,46
CUST_9Z7ALF,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.22,0.22,8935.35,6,157.83,0.388,Home,48
CUST_XBH499,North America,Email Campaign,Re-engagement Campaign,High Risk,Low Value,Monitor,0.89,0.7832,1089.9,2,125.44,0.232,Home,57
CUST_ODD2V3,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.33,0.30360000000000004,6999.57,4,22.0,0.145,Electronics,82
CUST_3FDCBB,North America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.42,0.3864,1004.36,6,58.7,0.585,Home,13
CUST_OA1131,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,Monitor,0.61,0.61,3400.27,6,81.27,0.36,Clothing,53
CUST_6A2ZG7,South America,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.21,0.21,2245.74,6,98.65,0.45,Clothing,37
CUST_AJG8GG,North America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.32,0.2944,2624.87,6,167.41,0.444,Clothing,38
CUST_XDG9ET,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.73,0.6204999999999999,9029.47,13,86.06,0.522,Clothing,57
CUST_P6XUKK,North America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.67,0.5695,8343.36,15,140.32,0.507,Electronics,69
CUST_KLIWSW,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.6,0.6,6403.95,15,56.71,0.44,Clothing,81
CUST_V50G1W,North America,Email Campaign,Standard Communication,Low Risk,Medium Value,Maintain,0.09,0.09,3784.89,7,133.01,0.493,Home,34
CUST_7KA8MA,Europe,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,2490.9,19,139.01,0.854,Clothing,26
CUST_F0AYY6,South America,Email Campaign,Standard Communication,Low Risk,Medium Value,Monitor,0.14,0.14,4476.8,8,20.34,0.609,Sports,18
CUST_IKQCRF,Europe,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.88,0.88,2972.37,16,21.1,0.679,Clothing,43
CUST_8TD5PW,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.6,0.51,8367.62,19,150.06,0.775,Home,40
CUST_I6D66R,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.5,0.46,9482.23,1,25.81,0.493,Sports,6
CUST_BV1M6M,Asia,Discount,Standard Communication,Low Risk,Medium Value,Maintain,0.05,0.05,3734.74,9,181.41,0.394,Clothing,61
CUST_23WB3Q,South America,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.55,0.5060000000000001,5419.16,18,128.69,0.895,Sports,14
CUST_7Z7F7I,North America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.98,0.98,914.53,12,166.26,0.467,Clothing,62
CUST_OLQ2WY,Europe,Discount,Standard Communication,High Risk,Low Value,High Priority,0.77,0.77,2366.14,2,26.67,0.429,Sports,22
CUST_Q68J1X,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.53,0.48760000000000003,7397.05,2,134.38,0.384,Electronics,30
CUST_FWOI0H,Europe,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.1,0.1,5400.51,9,153.38,0.58,Home,28
CUST_STD4ZA,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.13,0.13,8869.73,11,85.87,0.318,Home,84
CUST_AAJKK4,Asia,Email Campaign,Discounts,Medium Risk,Low Value,Maintain,0.41,0.3772,757.7,1,38.47,0.436,Sports,16
CUST_B7QECD,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.79,0.79,5912.02,8,44.06,0.553,Electronics,28
CUST_HGKW57,North America,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.92,0.92,2784.69,12,65.92,0.658,Home,28
CUST_JB7I0D,Europe,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.04,0.04,1573.56,12,50.02,0.625,Sports,34
CUST_UAVMKF,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.83,0.83,5221.36,18,64.29,0.923,Electronics,9
CUST_I0QRMG,Asia,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.61,0.61,787.25,3,95.23,0.427,Clothing,27
CUST_VMR2IE,Asia,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.26,0.26,3646.79,12,31.98,0.456,Clothing,64
CUST_MDY5GQ,North America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.81,0.6885,9665.78,1,148.78,0.071,Clothing,81
CUST_G7DKCB,North America,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.83,0.83,2557.21,4,40.12,0.566,Electronics,7
CUST_BGYY7E,Europe,Email Campaign,Loyalty Programs,Low Risk,Medium Value,Monitor,0.29,0.261,3692.95,13,197.98,0.803,Sports,7
CUST_YESAAL,Asia,Loyalty Program,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.03,0.0264,5850.0,4,29.1,0.223,Sports,68
CUST_3Y2JJJ,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.33,0.30360000000000004,2371.8,13,47.29,0.466,Home,67
CUST_TA1AZW,Europe,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.26,0.26,1937.55,18,97.84,0.698,Sports,49
CUST_OMS7GQ,Asia,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.5,0.46,207.97,10,36.54,0.269,Electronics,88
CUST_B6510G,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.96,0.96,2329.76,1,86.6,0.341,Electronics,33
CUST_40Y1Z4,Asia,Discount,Loyalty Programs,Low Risk,High Value,Monitor,0.03,0.027,9658.22,15,187.66,0.743,Electronics,27
CUST_V3PXDU,Asia,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,2521.12,16,152.72,0.646,Electronics,49
CUST_QNKERY,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.59,0.5428,2843.42,8,93.0,0.581,Clothing,23
CUST_QB0HN3,North America,Email Campaign,Loyalty Programs,Low Risk,Medium Value,Monitor,0.05,0.045000000000000005,5854.45,17,142.44,0.711,Home,42
CUST_P6L1CI,Asia,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.15,0.15,9745.82,7,183.84,0.336,Electronics,62
CUST_VN62FZ,Asia,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.97,0.97,3853.73,16,42.06,0.775,Electronics,26
CUST_ELIB0L,Asia,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.03,0.03,5614.49,1,89.99,0.38,Sports,26
CUST_FMKSIQ,North America,Email Campaign,Loyalty Programs,Low Risk,Medium Value,Monitor,0.22,0.198,4660.82,16,78.68,0.797,Electronics,22
CUST_IQ9OFC,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.85,0.85,4377.98,15,84.75,0.799,Sports,17
CUST_YYIMVV,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.47,0.4324,558.32,14,23.71,0.554,Sports,56
CUST_TZR2NB,Europe,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.07,0.07,6746.1,17,22.56,0.593,Electronics,63
CUST_6I3BK7,Europe,Email Campaign,Standard Communication,Low Risk,Medium Value,Monitor,0.16,0.16,5734.82,2,197.88,0.362,Sports,34
CUST_TO570L,South America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.47,0.4324,6706.98,14,95.5,0.638,Home,41
CUST_HB4IMT,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.81,0.81,2313.57,13,87.15,0.707,Electronics,24
CUST_YWRGQV,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.82,0.82,4715.17,17,139.81,0.504,Sports,79
CUST_Y1OZ58,Europe,Discount,Standard Communication,Low Risk,High Value,Monitor,0.23,0.23,7698.37,15,117.11,0.681,Clothing,38
CUST_YXHNND,Asia,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.98,0.98,3074.87,9,39.38,0.698,Sports,7
CUST_013933,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.89,0.89,2934.93,17,43.07,0.588,Clothing,64
CUST_ZY1W9W,South America,Loyalty Program,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.19,0.16720000000000002,3388.81,3,136.74,0.13,Electronics,80
CUST_8D0OQF,Asia,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.43,0.3956,2959.81,14,135.12,0.745,Sports,22
CUST_MU2VIX,Asia,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.27,0.27,973.35,4,60.31,0.369,Clothing,42
CUST_ME0G5Y,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.44,0.4048,7709.0,8,55.61,0.452,Clothing,46
CUST_Q6A35A,Asia,Email Campaign,VIP Treatment,High Risk,High Value,High Priority,0.8,0.68,6837.62,16,105.21,0.562,Sports,64
CUST_VXXQFZ,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.51,0.4692,6977.34,6,25.88,0.164,Home,88
CUST_GRCH0C,North America,Email Campaign,Loyalty Programs,Low Risk,Medium Value,Monitor,0.08,0.07200000000000001,4550.11,18,190.59,0.833,Clothing,25
CUST_76S8VT,Europe,Discount,Discounts,Medium Risk,Low Value,Maintain,0.34,0.3128,982.79,12,172.15,0.501,Home,56
CUST_RRZ4N0,Europe,Discount,Loyalty Programs,Low Risk,Low Value,Maintain,0.05,0.045000000000000005,2167.11,16,35.29,0.797,Sports,22
CUST_MHZNF0,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.77,0.77,6139.72,6,175.87,0.377,Sports,50
